participation_id,student_id,activity_id,date,hours_spent,special_occasion
60,1031,4,2024-04-26,1,False
61,1031,4,2024-05-03,3,False
62,1031,4,2024-05-10,3,False
63,1031,4,2024-05-17,3,False
64,1031,4,2024-05-24,2,False
65,1031,4,2024-05-31,1,False
66,1082,5,2024-03-08,1,False
67,1082,5,2024-03-15,1,False
68,1082,5,2024-03-22,1,False
69,1082,5,2024-03-29,1,False
70,1082,5,2024-04-05,2,False
71,1082,5,2024-04-12,1,False
72,1082,5,2024-04-19,2,False
73,1082,5,2024-04-26,2,False
74,1082,5,2024-05-03,3,False
75,1082,5,2024-05-10,1,False
76,1082,5,2024-05-17,1,False
77,1082,5,2024-05-24,1,False
78,1082,5,2024-05-31,1,False
79,1038,5,2024-03-08,3,True
80,1038,5,2024-03-15,3,True
81,1038,5,2024-03-22,4,True
82,1038,5,2024-03-29,2,False
83,1038,5,2024-04-05,3,False
84,1038,5,2024-04-12,2,False
85,1038,5,2024-04-19,3,False
86,1038,5,2024-04-26,2,False
87,1038,5,2024-05-03,2,False
88,1038,5,2024-05-10,1,False
89,1038,5,2024-05-17,3,False
90,1038,5,2024-05-24,2,False
91,1038,5,2024-05-31,2,False
92,1089,5,2024-03-08,2,False
93,1089,5,2024-03-15,2,False
94,1089,5,2024-03-22,1,False
95,1089,5,2024-03-29,3,False
96,1089,5,2024-04-05,1,False
97,1089,5,2024-04-12,2,False
98,1089,5,2024-04-19,1,False
99,1089,5,2024-04-26,3,True
100,1089,5,2024-05-03,2,False
101,1089,5,2024-05-10,3,False
102,1089,5,2024-05-17,1,False
103,1089,5,2024-05-24,3,False
104,1089,5,2024-05-31,1,False
105,1072,6,2024-03-08,2,False
106,1072,6,2024-03-15,1,False
107,1072,6,2024-03-22,3,False
108,1072,6,2024-03-29,1,False
109,1072,6,2024-04-05,3,True
110,1072,6,2024-04-12,3,False
111,1072,6,2024-04-19,1,False
112,1072,6,2024-04-26,1,False
113,1072,6,2024-05-03,2,False
114,1072,6,2024-05-10,2,False
115,1072,6,2024-05-17,3,False
116,1072,6,2024-05-24,1,False
117,1072,6,2024-05-31,3,False
118,1318,1,2024-03-08,1,False
119,1318,1,2024-03-15,1,False
120,1318,1,2024-03-22,4,True
121,1318,1,2024-03-29,3,False
122,1318,1,2024-04-05,3,False
123,1318,1,2024-04-12,3,False
124,1318,1,2024-04-19,3,False
125,1318,1,2024-04-26,1,False
126,1318,1,2024-05-03,3,False
127,1318,1,2024-05-10,2,True
128,1318,1,2024-05-17,1,False
129,1318,1,2024-05-24,1,False
130,1318,1,2024-05-31,2,False
131,1446,4,2024-03-08,2,False
132,1446,4,2024-03-15,1,False
133,1446,4,2024-03-22,1,False
134,1446,4,2024-03-29,2,False
135,1446,4,2024-04-05,4,True
136,1446,4,2024-04-12,3,False
137,1446,4,2024-04-19,1,False
138,1446,4,2024-04-26,1,False
139,1446,4,2024-05-03,3,False
140,1446,4,2024-05-10,1,False
141,1446,4,2024-05-17,2,False
142,1446,4,2024-05-24,3,False
143,1446,4,2024-05-31,1,False
144,1391,5,2024-03-08,1,False
145,1391,5,2024-03-15,1,False
146,1391,5,2024-03-22,1,False
147,1391,5,2024-03-29,3,False
148,1391,5,2024-04-05,2,True
149,1391,5,2024-04-12,1,False
150,1391,5,2024-04-19,1,False
151,1391,5,2024-04-26,1,False
152,1391,5,2024-05-03,4,True
153,1391,5,2024-05-10,3,False
154,1391,5,2024-05-17,1,False
155,1391,5,2024-05-24,2,False
156,1391,5,2024-05-31,1,False
157,1060,1,2024-03-08,3,False
158,1060,1,2024-03-15,2,False
159,1060,1,2024-03-22,1,False
160,1060,1,2024-03-29,3,False
161,1060,1,2024-04-05,1,False
162,1060,1,2024-04-12,2,False
163,1060,1,2024-04-19,3,False
164,1060,1,2024-04-26,1,False
165,1060,1,2024-05-03,3,False
166,1060,1,2024-05-10,1,False
167,1060,1,2024-05-17,3,False
168,1060,1,2024-05-24,1,False
169,1060,1,2024-05-31,1,False
170,1568,6,2024-03-08,2,False
171,1568,6,2024-03-15,1,False
172,1568,6,2024-03-22,2,False
173,1568,6,2024-03-29,1,False
174,1568,6,2024-04-05,1,False
175,1568,6,2024-04-12,1,False
176,1568,6,2024-04-19,1,False
177,1568,6,2024-04-26,2,False
178,1568,6,2024-05-03,2,False
179,1568,6,2024-05-10,3,False
180,1568,6,2024-05-17,3,False
181,1568,6,2024-05-24,1,False
182,1568,6,2024-05-31,1,False
183,1277,2,2024-03-08,2,False
184,1277,2,2024-03-15,1,False
185,1277,2,2024-03-22,1,False
186,1277,2,2024-03-29,3,False
187,1277,2,2024-04-05,1,False
188,1277,2,2024-04-12,2,False
189,1277,2,2024-04-19,2,False
190,1277,2,2024-04-26,3,True
191,1277,2,2024-05-03,1,False
192,1277,2,2024-05-10,1,False
193,1277,2,2024-05-17,2,False
194,1277,2,2024-05-24,2,False
195,1277,2,2024-05-31,1,False
196,1563,5,2024-03-08,3,False
197,1563,5,2024-03-15,1,False
198,1563,5,2024-03-22,1,False
199,1563,5,2024-03-29,1,False
200,1563,5,2024-04-05,1,False
201,1563,5,2024-04-12,1,False
202,1563,5,2024-04-19,3,False
203,1563,5,2024-04-26,2,False
204,1563,5,2024-05-03,1,False
205,1563,5,2024-05-10,4,True
206,1563,5,2024-05-17,4,True
207,1563,5,2024-05-24,2,False
208,1563,5,2024-05-31,2,False
209,1265,5,2024-03-08,1,False
210,1265,5,2024-03-15,4,True
211,1265,5,2024-03-22,2,False
212,1265,5,2024-03-29,3,False
213,1265,5,2024-04-05,3,True
214,1265,5,2024-04-12,2,False
215,1265,5,2024-04-19,2,False
216,1265,5,2024-04-26,3,True
217,1265,5,2024-05-03,1,False
218,1265,5,2024-05-10,1,False
219,1265,5,2024-05-17,3,False
220,1265,5,2024-05-24,1,False
221,1265,5,2024-05-31,2,False
222,1308,4,2024-03-08,3,False
223,1308,4,2024-03-15,1,False
224,1308,4,2024-03-22,3,False
225,1308,4,2024-03-29,3,True
226,1308,4,2024-04-05,1,False
227,1308,4,2024-04-12,1,False
228,1308,4,2024-04-19,3,False
229,1308,4,2024-04-26,3,True
230,1308,4,2024-05-03,1,False
231,1308,4,2024-05-10,5,True
232,1308,4,2024-05-17,3,False
233,1308,4,2024-05-24,3,False
234,1308,4,2024-05-31,2,False
235,1143,1,2024-03-08,2,False
236,1143,1,2024-03-15,1,False
237,1143,1,2024-03-22,2,False
238,1143,1,2024-03-29,3,False
239,1143,1,2024-04-05,1,False
240,1143,1,2024-04-12,3,False
241,1143,1,2024-04-19,1,False
242,1143,1,2024-04-26,2,False
243,1143,1,2024-05-03,3,False
244,1143,1,2024-05-10,2,False
245,1143,1,2024-05-17,3,False
246,1143,1,2024-05-24,2,False
247,1143,1,2024-05-31,3,False
248,1505,2,2024-03-08,1,False
249,1505,2,2024-03-15,3,False
250,1505,2,2024-03-22,1,False
251,1505,2,2024-03-29,1,False
252,1505,2,2024-04-05,1,False
253,1505,2,2024-04-12,1,False
254,1505,2,2024-04-19,4,True
255,1505,2,2024-04-26,3,False
256,1505,2,2024-05-03,2,False
257,1505,2,2024-05-10,3,False
258,1505,2,2024-05-17,3,False
259,1505,2,2024-05-24,1,False
260,1505,2,2024-05-31,1,False
261,1516,5,2024-03-08,3,False
262,1516,5,2024-03-15,3,False
263,1516,5,2024-03-22,1,False
264,1516,5,2024-03-29,1,False
265,1516,5,2024-04-05,3,False
266,1516,5,2024-04-12,3,True
267,1516,5,2024-04-19,3,False
268,1516,5,2024-04-26,1,False
269,1516,5,2024-05-03,3,False
270,1516,5,2024-05-10,1,False
271,1516,5,2024-05-17,2,False
272,1516,5,2024-05-24,1,False
273,1516,5,2024-05-31,1,False
274,1070,3,2024-03-08,3,False
275,1070,3,2024-03-15,2,True
276,1070,3,2024-03-22,2,False
277,1070,3,2024-03-29,2,False
278,1070,3,2024-04-05,2,False
279,1070,3,2024-04-12,1,False
280,1070,3,2024-04-19,3,False
281,1070,3,2024-04-26,3,True
282,1070,3,2024-05-03,1,False
283,1070,3,2024-05-10,2,False
284,1070,3,2024-05-17,3,False
285,1070,3,2024-05-24,3,False
286,1070,3,2024-05-31,1,False
287,1023,4,2024-03-08,2,False
288,1023,4,2024-03-15,3,False
289,1023,4,2024-03-22,3,False
290,1023,4,2024-03-29,2,False
291,1023,4,2024-04-05,2,False
292,1023,4,2024-04-12,2,False
293,1023,4,2024-04-19,2,False
294,1023,4,2024-04-26,2,True
295,1023,4,2024-05-03,3,False
296,1023,4,2024-05-10,2,False
297,1023,4,2024-05-17,2,False
298,1023,4,2024-05-24,3,False
299,1023,4,2024-05-31,1,False
300,1130,5,2024-03-08,2,False
301,1130,5,2024-03-15,1,False
302,1130,5,2024-03-22,4,True
303,1130,5,2024-03-29,2,False
304,1130,5,2024-04-05,1,False
305,1130,5,2024-04-12,1,False
306,1130,5,2024-04-19,1,False
307,1130,5,2024-04-26,3,False
308,1130,5,2024-05-03,2,False
309,1130,5,2024-05-10,2,False
310,1130,5,2024-05-17,2,False
311,1130,5,2024-05-24,1,False
312,1130,5,2024-05-31,4,True
313,1270,6,2024-03-08,2,False
314,1270,6,2024-03-15,2,False
315,1270,6,2024-03-22,3,False
316,1270,6,2024-03-29,1,False
317,1270,6,2024-04-05,1,False
318,1270,6,2024-04-12,3,False
319,1270,6,2024-04-19,3,False
320,1270,6,2024-04-26,1,False
321,1270,6,2024-05-03,2,False
322,1270,6,2024-05-10,1,False
323,1270,6,2024-05-17,2,False
324,1270,6,2024-05-24,2,False
325,1270,6,2024-05-31,3,False
326,1434,2,2024-03-08,1,False
327,1434,2,2024-03-15,2,False
328,1434,2,2024-03-22,3,False
329,1434,2,2024-03-29,1,False
330,1434,2,2024-04-05,3,False
331,1434,2,2024-04-12,3,False
332,1434,2,2024-04-19,3,False
333,1434,2,2024-04-26,2,True
334,1434,2,2024-05-03,2,False
335,1434,2,2024-05-10,1,False
336,1434,2,2024-05-17,2,False
337,1434,2,2024-05-24,2,False
338,1434,2,2024-05-31,3,False
339,1005,3,2024-03-08,3,False
340,1005,3,2024-03-15,3,False
341,1005,3,2024-03-22,3,False
342,1005,3,2024-03-29,2,False
343,1005,3,2024-04-05,1,False
344,1005,3,2024-04-12,3,False
345,1005,3,2024-04-19,2,False
346,1005,3,2024-04-26,1,False
347,1005,3,2024-05-03,3,False
348,1005,3,2024-05-10,2,False
349,1005,3,2024-05-17,1,False
350,1005,3,2024-05-24,1,False
351,1005,3,2024-05-31,3,True
352,1531,3,2024-03-08,3,False
353,1531,3,2024-03-15,1,False
354,1531,3,2024-03-22,1,False
355,1531,3,2024-03-29,3,False
356,1531,3,2024-04-05,1,False
357,1531,3,2024-04-12,2,False
358,1531,3,2024-04-19,2,False
359,1531,3,2024-04-26,1,False
360,1531,3,2024-05-03,1,False
361,1531,3,2024-05-10,1,False
362,1531,3,2024-05-17,2,False
363,1531,3,2024-05-24,1,False
364,1531,3,2024-05-31,3,False
365,1067,2,2024-03-08,2,False
366,1067,2,2024-03-15,3,False
367,1067,2,2024-03-22,1,False
368,1067,2,2024-03-29,1,False
369,1067,2,2024-04-05,1,False
370,1067,2,2024-04-12,3,False
371,1067,2,2024-04-19,1,False
372,1067,2,2024-04-26,2,False
373,1067,2,2024-05-03,3,False
374,1067,2,2024-05-10,3,True
375,1067,2,2024-05-17,2,False
376,1067,2,2024-05-24,1,False
377,1067,2,2024-05-31,4,True
378,1392,4,2024-03-08,2,False
379,1392,4,2024-03-15,3,False
380,1392,4,2024-03-22,1,False
381,1392,4,2024-03-29,3,False
382,1392,4,2024-04-05,3,False
383,1392,4,2024-04-12,3,False
384,1392,4,2024-04-19,1,False
385,1392,4,2024-04-26,1,False
386,1392,4,2024-05-03,1,False
387,1392,4,2024-05-10,2,False
388,1392,4,2024-05-17,2,True
389,1392,4,2024-05-24,3,False
390,1392,4,2024-05-31,1,False
391,1102,4,2024-03-08,1,False
392,1102,4,2024-03-15,4,True
393,1102,4,2024-03-22,5,True
394,1102,4,2024-03-29,2,False
395,1102,4,2024-04-05,2,False
396,1102,4,2024-04-12,1,False
397,1102,4,2024-04-19,4,True
398,1102,4,2024-04-26,1,False
399,1102,4,2024-05-03,1,False
400,1102,4,2024-05-10,1,False
401,1102,4,2024-05-17,1,False
402,1102,4,2024-05-24,3,True
403,1102,4,2024-05-31,3,False
404,1144,2,2024-03-08,3,False
405,1144,2,2024-03-15,1,False
406,1144,2,2024-03-22,2,False
407,1144,2,2024-03-29,2,False
408,1144,2,2024-04-05,1,False
409,1144,2,2024-04-12,2,False
410,1144,2,2024-04-19,3,False
411,1144,2,2024-04-26,2,False
412,1144,2,2024-05-03,2,False
413,1144,2,2024-05-10,3,False
414,1144,2,2024-05-17,1,False
415,1144,2,2024-05-24,2,False
416,1144,2,2024-05-31,2,False
417,1226,3,2024-03-08,1,False
418,1226,3,2024-03-15,3,False
419,1226,3,2024-03-22,3,False
420,1226,3,2024-03-29,1,False
421,1226,3,2024-04-05,3,True
422,1226,3,2024-04-12,1,False
423,1226,3,2024-04-19,1,False
424,1226,3,2024-04-26,1,False
425,1226,3,2024-05-03,2,False
426,1226,3,2024-05-10,3,False
427,1226,3,2024-05-17,3,False
428,1226,3,2024-05-24,1,False
429,1226,3,2024-05-31,3,False
430,1264,3,2024-03-08,3,False
431,1264,3,2024-03-15,1,False
432,1264,3,2024-03-22,3,False
433,1264,3,2024-03-29,3,False
434,1264,3,2024-04-05,5,True
435,1264,3,2024-04-12,2,False
436,1264,3,2024-04-19,2,False
437,1264,3,2024-04-26,2,False
438,1264,3,2024-05-03,4,True
439,1264,3,2024-05-10,1,False
440,1264,3,2024-05-17,3,False
441,1264,3,2024-05-24,2,False
442,1264,3,2024-05-31,3,False
443,1125,3,2024-03-08,2,False
444,1125,3,2024-03-15,1,False
445,1125,3,2024-03-22,3,False
446,1125,3,2024-03-29,3,True
447,1125,3,2024-04-05,3,False
448,1125,3,2024-04-12,3,False
449,1125,3,2024-04-19,4,True
450,1125,3,2024-04-26,2,True
451,1125,3,2024-05-03,1,False
452,1125,3,2024-05-10,1,False
453,1125,3,2024-05-17,2,False
454,1125,3,2024-05-24,2,False
455,1125,3,2024-05-31,2,False
456,1232,2,2024-03-08,1,False
457,1232,2,2024-03-15,1,False
458,1232,2,2024-03-22,1,False
459,1232,2,2024-03-29,1,False
460,1232,2,2024-04-05,1,False
461,1232,2,2024-04-12,1,False
462,1232,2,2024-04-19,1,False
463,1232,2,2024-04-26,1,False
464,1232,2,2024-05-03,1,False
465,1232,2,2024-05-10,3,False
466,1232,2,2024-05-17,1,False
467,1232,2,2024-05-24,5,True
468,1232,2,2024-05-31,1,False
469,1471,4,2024-03-08,1,False
470,1471,4,2024-03-15,1,False
471,1471,4,2024-03-22,1,False
472,1471,4,2024-03-29,2,False
473,1471,4,2024-04-05,1,False
474,1471,4,2024-04-12,1,False
475,1471,4,2024-04-19,1,False
476,1471,4,2024-04-26,2,False
477,1471,4,2024-05-03,3,False
478,1471,4,2024-05-10,3,False
479,1471,4,2024-05-17,2,False
480,1471,4,2024-05-24,3,True
481,1471,4,2024-05-31,2,False
482,1062,3,2024-03-08,1,False
483,1062,3,2024-03-15,1,False
484,1062,3,2024-03-22,3,False
485,1062,3,2024-03-29,1,False
486,1062,3,2024-04-05,1,False
487,1062,3,2024-04-12,2,False
488,1062,3,2024-04-19,2,False
489,1062,3,2024-04-26,3,False
490,1062,3,2024-05-03,1,False
491,1062,3,2024-05-10,4,True
492,1062,3,2024-05-17,2,False
493,1062,3,2024-05-24,2,False
494,1062,3,2024-05-31,1,False
495,1554,2,2024-03-08,2,False
496,1554,2,2024-03-15,3,False
497,1554,2,2024-03-22,4,True
498,1554,2,2024-03-29,1,False
499,1554,2,2024-04-05,2,False
500,1554,2,2024-04-12,2,False
501,1554,2,2024-04-19,2,False
502,1554,2,2024-04-26,2,False
503,1554,2,2024-05-03,2,False
504,1554,2,2024-05-10,2,False
505,1554,2,2024-05-17,1,False
506,1554,2,2024-05-24,1,False
507,1554,2,2024-05-31,2,False
508,1155,2,2024-03-08,3,False
509,1155,2,2024-03-15,3,False
510,1155,2,2024-03-22,1,False
511,1155,2,2024-03-29,2,False
512,1155,2,2024-04-05,1,False
513,1155,2,2024-04-12,3,False
514,1155,2,2024-04-19,2,False
515,1155,2,2024-04-26,3,True
516,1155,2,2024-05-03,2,False
517,1155,2,2024-05-10,1,False
518,1155,2,2024-05-17,1,False
519,1155,2,2024-05-24,3,False
520,1155,2,2024-05-31,1,False
521,1372,3,2024-03-08,1,False
522,1372,3,2024-03-15,1,False
523,1372,3,2024-03-22,3,False
524,1372,3,2024-03-29,3,True
525,1372,3,2024-04-05,1,False
526,1372,3,2024-04-12,3,False
527,1372,3,2024-04-19,1,False
528,1372,3,2024-04-26,3,False
529,1372,3,2024-05-03,3,False
530,1372,3,2024-05-10,5,True
531,1372,3,2024-05-17,1,False
532,1372,3,2024-05-24,1,False
533,1372,3,2024-05-31,3,False
534,1517,1,2024-03-08,3,False
535,1517,1,2024-03-15,1,False
536,1517,1,2024-03-22,3,False
537,1517,1,2024-03-29,3,True
538,1517,1,2024-04-05,3,False
539,1517,1,2024-04-12,1,False
540,1517,1,2024-04-19,3,False
541,1517,1,2024-04-26,2,False
542,1517,1,2024-05-03,3,False
543,1517,1,2024-05-10,1,False
544,1517,1,2024-05-17,1,False
545,1517,1,2024-05-24,1,False
546,1517,1,2024-05-31,1,False
547,1401,6,2024-03-08,3,False
548,1401,6,2024-03-15,1,False
549,1401,6,2024-03-22,2,False
550,1401,6,2024-03-29,2,False
551,1401,6,2024-04-05,5,True
552,1401,6,2024-04-12,3,False
553,1401,6,2024-04-19,2,False
554,1401,6,2024-04-26,1,False
555,1401,6,2024-05-03,2,False
556,1401,6,2024-05-10,1,False
557,1401,6,2024-05-17,2,False
558,1401,6,2024-05-24,2,False
559,1401,6,2024-05-31,2,False
560,1049,6,2024-03-08,1,False
561,1049,6,2024-03-15,3,False
562,1049,6,2024-03-22,3,False
563,1049,6,2024-03-29,3,False
564,1049,6,2024-04-05,2,False
565,1049,6,2024-04-12,3,False
566,1049,6,2024-04-19,2,False
567,1049,6,2024-04-26,1,False
568,1049,6,2024-05-03,3,False
569,1049,6,2024-05-10,2,False
570,1049,6,2024-05-17,1,False
571,1049,6,2024-05-24,2,False
572,1049,6,2024-05-31,1,False
573,1216,5,2024-03-08,2,False
574,1216,5,2024-03-15,5,True
575,1216,5,2024-03-22,2,False
576,1216,5,2024-03-29,3,False
577,1216,5,2024-04-05,3,False
578,1216,5,2024-04-12,3,False
579,1216,5,2024-04-19,1,False
580,1216,5,2024-04-26,2,False
581,1216,5,2024-05-03,3,False
582,1216,5,2024-05-10,1,False
583,1216,5,2024-05-17,1,False
584,1216,5,2024-05-24,3,False
585,1216,5,2024-05-31,3,False
586,1383,3,2024-03-08,1,False
587,1383,3,2024-03-15,3,False
588,1383,3,2024-03-22,1,False
589,1383,3,2024-03-29,1,False
590,1383,3,2024-04-05,3,True
591,1383,3,2024-04-12,3,False
592,1383,3,2024-04-19,2,False
593,1383,3,2024-04-26,1,False
594,1383,3,2024-05-03,2,False
595,1383,3,2024-05-10,1,False
596,1383,3,2024-05-17,3,False
597,1383,3,2024-05-24,4,True
598,1383,3,2024-05-31,3,True
599,1450,3,2024-03-08,1,False
600,1450,3,2024-03-15,3,True
601,1450,3,2024-03-22,1,False
602,1450,3,2024-03-29,2,False
603,1450,3,2024-04-05,3,False
604,1450,3,2024-04-12,3,False
605,1450,3,2024-04-19,3,False
606,1450,3,2024-04-26,2,False
607,1450,3,2024-05-03,1,False
608,1450,3,2024-05-10,3,False
609,1450,3,2024-05-17,1,False
610,1450,3,2024-05-24,3,True
611,1450,3,2024-05-31,1,False
612,1204,2,2024-03-08,2,False
613,1204,2,2024-03-15,2,False
614,1204,2,2024-03-22,2,False
615,1204,2,2024-03-29,3,False
616,1204,2,2024-04-05,1,False
617,1204,2,2024-04-12,3,False
618,1204,2,2024-04-19,3,False
619,1204,2,2024-04-26,1,False
620,1204,2,2024-05-03,3,False
621,1204,2,2024-05-10,3,False
622,1204,2,2024-05-17,1,False
623,1204,2,2024-05-24,3,False
624,1204,2,2024-05-31,3,False
625,1169,6,2024-03-08,3,False
626,1169,6,2024-03-15,1,False
627,1169,6,2024-03-22,3,False
628,1169,6,2024-03-29,1,False
629,1169,6,2024-04-05,2,False
630,1169,6,2024-04-12,1,False
631,1169,6,2024-04-19,2,False
632,1169,6,2024-04-26,3,False
633,1169,6,2024-05-03,1,False
634,1169,6,2024-05-10,3,False
635,1169,6,2024-05-17,1,False
636,1169,6,2024-05-24,1,False
637,1169,6,2024-05-31,1,False
638,1178,5,2024-03-08,1,False
639,1178,5,2024-03-15,2,False
640,1178,5,2024-03-22,1,False
641,1178,5,2024-03-29,1,False
642,1178,5,2024-04-05,1,False
643,1178,5,2024-04-12,3,False
644,1178,5,2024-04-19,1,False
645,1178,5,2024-04-26,2,False
646,1178,5,2024-05-03,1,False
647,1178,5,2024-05-10,3,False
648,1178,5,2024-05-17,3,False
649,1178,5,2024-05-24,3,True
650,1178,5,2024-05-31,3,False
651,1315,6,2024-03-08,2,False
652,1315,6,2024-03-15,3,False
653,1315,6,2024-03-22,1,False
654,1315,6,2024-03-29,1,False
655,1315,6,2024-04-05,1,False
656,1315,6,2024-04-12,1,False
657,1315,6,2024-04-19,2,False
658,1315,6,2024-04-26,2,False
659,1315,6,2024-05-03,3,False
660,1315,6,2024-05-10,1,False
661,1315,6,2024-05-17,2,False
662,1315,6,2024-05-24,2,True
663,1315,6,2024-05-31,2,False
664,1600,3,2024-03-08,3,False
665,1600,3,2024-03-15,3,False
666,1600,3,2024-03-22,3,False
667,1600,3,2024-03-29,1,False
668,1600,3,2024-04-05,3,False
669,1600,3,2024-04-12,2,False
670,1600,3,2024-04-19,4,True
671,1600,3,2024-04-26,4,True
672,1600,3,2024-05-03,1,False
673,1600,3,2024-05-10,1,False
674,1600,3,2024-05-17,3,False
675,1600,3,2024-05-24,2,False
676,1600,3,2024-05-31,1,False
677,1068,6,2024-03-08,1,False
678,1068,6,2024-03-15,4,True
679,1068,6,2024-03-22,3,False
680,1068,6,2024-03-29,4,True
681,1068,6,2024-04-05,3,False
682,1068,6,2024-04-12,4,True
683,1068,6,2024-04-19,1,False
684,1068,6,2024-04-26,1,False
685,1068,6,2024-05-03,1,False
686,1068,6,2024-05-10,3,False
687,1068,6,2024-05-17,3,False
688,1068,6,2024-05-24,3,False
689,1068,6,2024-05-31,3,False
690,1150,1,2024-03-08,1,False
691,1150,1,2024-03-15,1,False
692,1150,1,2024-03-22,2,False
693,1150,1,2024-03-29,1,False
694,1150,1,2024-04-05,3,False
695,1150,1,2024-04-12,2,False
696,1150,1,2024-04-19,1,False
697,1150,1,2024-04-26,2,False
698,1150,1,2024-05-03,2,False
699,1150,1,2024-05-10,2,False
700,1150,1,2024-05-17,1,False
701,1150,1,2024-05-24,1,False
702,1150,1,2024-05-31,3,False
703,1400,6,2024-03-08,2,False
704,1400,6,2024-03-15,3,False
705,1400,6,2024-03-22,1,False
706,1400,6,2024-03-29,2,False
707,1400,6,2024-04-05,1,False
708,1400,6,2024-04-12,2,False
709,1400,6,2024-04-19,3,True
710,1400,6,2024-04-26,3,False
711,1400,6,2024-05-03,1,False
712,1400,6,2024-05-10,3,False
713,1400,6,2024-05-17,2,False
714,1400,6,2024-05-24,1,False
715,1400,6,2024-05-31,2,False
716,1371,3,2024-03-08,2,True
717,1371,3,2024-03-15,1,False
718,1371,3,2024-03-22,1,False
719,1371,3,2024-03-29,3,False
720,1371,3,2024-04-05,3,False
721,1371,3,2024-04-12,2,False
722,1371,3,2024-04-19,3,False
723,1371,3,2024-04-26,1,False
724,1371,3,2024-05-03,1,False
725,1371,3,2024-05-10,1,False
726,1371,3,2024-05-17,2,False
727,1371,3,2024-05-24,3,True
728,1371,3,2024-05-31,3,False
729,1029,2,2024-03-08,2,False
730,1029,2,2024-03-15,1,False
731,1029,2,2024-03-22,3,False
732,1029,2,2024-03-29,2,False
733,1029,2,2024-04-05,1,False
734,1029,2,2024-04-12,3,False
735,1029,2,2024-04-19,1,False
736,1029,2,2024-04-26,1,False
737,1029,2,2024-05-03,3,False
738,1029,2,2024-05-10,1,False
739,1029,2,2024-05-17,2,False
740,1029,2,2024-05-24,1,False
741,1029,2,2024-05-31,1,False
742,1298,6,2024-03-08,1,False
743,1298,6,2024-03-15,2,True
744,1298,6,2024-03-22,2,False
745,1298,6,2024-03-29,1,False
746,1298,6,2024-04-05,2,False
747,1298,6,2024-04-12,1,False
748,1298,6,2024-04-19,2,False
749,1298,6,2024-04-26,2,False
750,1298,6,2024-05-03,3,False
751,1298,6,2024-05-10,3,False
752,1298,6,2024-05-17,1,False
753,1298,6,2024-05-24,1,False
754,1298,6,2024-05-31,2,False
755,1156,3,2024-03-08,2,False
756,1156,3,2024-03-15,1,False
757,1156,3,2024-03-22,3,False
758,1156,3,2024-03-29,3,False
759,1156,3,2024-04-05,2,False
760,1156,3,2024-04-12,3,False
761,1156,3,2024-04-19,1,False
762,1156,3,2024-04-26,1,False
763,1156,3,2024-05-03,1,False
764,1156,3,2024-05-10,2,False
765,1156,3,2024-05-17,1,False
766,1156,3,2024-05-24,2,False
767,1156,3,2024-05-31,3,True
768,1539,1,2024-03-08,1,False
769,1539,1,2024-03-15,2,False
770,1539,1,2024-03-22,2,False
771,1539,1,2024-03-29,2,False
772,1539,1,2024-04-05,1,False
773,1539,1,2024-04-12,3,False
774,1539,1,2024-04-19,3,False
